BioGro No;Licensee Name;Address;Input Name;Sub Type;Category;Expiry Date
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Crimson Clover (Code - 4015 Component);Seeds and Planting Stock;;30.09.2023
6294;The Bio Consulting Pty Ltd;"Station street
5
Western Cape, Paarl 7646";Crop4Life;Crop Management;Elicitor;31.07.2023
5351;Environmental Services PTY Ltd;"Fordson Road
15
Melbourne, Campbellfield 3061";Cropbiolife;Soil & Plant Nutrition;Microorganisms;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Crotalus horr 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Croton tiglium 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Cryptospirosis 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5759;Carrs Supplements (NZ) Ltd;"Wairakei Road
515A
Christchurch 8053";Crystalyx Organyx Extra;Livestock Feed / Supplement;Supplement;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Cucumber Marketmore (Code - 3210);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Cucumber Paris Pickles (Code – 3214);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Cucumber Tendergreen (Code - 3215);Seeds and Planting Stock;;30.09.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Cuprum met 6x, 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Curare 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
6045;Avoca Lime Co;"Rata St
54
Te Kauwhata 3710";Customised mixes made of BioGro certified Soil and Plant Nutritional products;Soil & Plant Nutrition;;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Cyd-X®;Crop Management;Insecticide;31.07.2023
4579;Hilado Pty Ltd;"Mariott Grove
7
Sydney, Castle Hill Sydney 2154";Cyd-X®;Crop Management;Insecticide;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Daikon Radish (Code - 4010);Seeds and Planting Stock;;30.09.2023
4829;Dairy Care NZ Ltd;"Cornwall Park Ave
5
Auckland, Epsom 1051";Dairy Care/Equine Care - Aloe Vera Tonic;Livestock Treatment;Herbal remedies;31.07.2023
4829;Dairy Care NZ Ltd;"Cornwall Park Ave
5
Auckland, Epsom 1051";Dairy Care/Equine Care - Cow & Calf Formula;Livestock Treatment;Herbal remedies;31.07.2023
4829;Dairy Care NZ Ltd;"Cornwall Park Ave
5
Auckland, Epsom 1051";Dairy Care/Equine Care - Skin Tonic Gel;Livestock Treatment;Herbal remedies;31.07.2023
4829;Dairy Care NZ Ltd;"Cornwall Park Ave
5
Auckland, Epsom 1051";Dairy Care/Equine Care - Skin Tonic Spray;Livestock Treatment;Herbal remedies;31.07.2023
3589;Daltons Ltd;"Hinuera Road West
266
Matamata 3440";Daltons Organic Potting Mix;Soil & Plant Nutrition;Soil/Potting Mix;31.07.2023
3589;Daltons Ltd;"Hinuera Road West
266
Matamata 3440";Daltons Organic Seed Mix;Soil & Plant Nutrition;Soil/Potting Mix;31.07.2023
3589;Daltons Ltd;"Hinuera Road West
266
Matamata 3440";Daltons Organic Vegetable Mix;Soil & Plant Nutrition;Soil/Potting Mix;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";DAPR Rock Phosphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";DAPR Rock Phosphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";DAPR Rock Phosphate;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5638;Southern Humates;"Cardigan Road
14
Wyndham, Sinclair Contracting 9321";Dave's Organic Humate;Soil & Plant Nutrition;Humate;31.07.2023
5638;Southern Humates;"Cardigan Road
14
Wyndham, Sinclair Contracting 9321";Dave's Organic Liquid Compost;Soil & Plant Nutrition;Humate;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";D-C Tron (Organic) Spray Oil;Crop Management;Fungicide;31.07.2023
4581;Ampol Australia Petroleum Pty Ltd;"Tanker Street
1
Brisbane, Brisbane 4178";D-C Tron Plus (Organic) Spray Oil ;Crop Management;Fungicide;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";DCM Organic;Livestock Feed / Supplement;;31.07.2023
6213;Agvance Nutrition Ltd;"Alexandra Street
1587
Te Awamutu 3800";DCM Organic;Livestock Feed / Supplement;;31.07.2023
5504;Biogrow (2021) Ltd;"Brook Street
4c
Tauranga, Parkvale 3112";DEBug Diatomaceous Earth;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5504;Biogrow (2021) Ltd;"Brook Street
4c
Tauranga, Parkvale 3112";DEBug Diatomaceous Earth;Crop Management;Insecticide;31.07.2023
5504;Biogrow (2021) Ltd;"Brook Street
4c
Tauranga, Parkvale 3112";DEBug Diatomaceous Earth;Livestock Feed / Supplement;Supplement;31.07.2023
5504;Biogrow (2021) Ltd;"Brook Street
4c
Tauranga, Parkvale 3112";DEEM;Crop Management;Pesticide;31.07.2023
6352;Multikraft NZ Ltd;"Queen Street East
308
Hastings 4122";Defence NRG;Soil & Plant Nutrition;Microorganisms;31.07.2024
5170;Evonik Peroxide Ltd;"Morrinsville-Walton Road
276
Morrinsville, Kiwitahi 3371";Degaclean 150;Facility Management;Cleaning;31.07.2023
5504;Biogrow (2021) Ltd;"Brook Street
4c
Tauranga, Parkvale 3112";DEHealth Diatomaceous Earth;Livestock Feed / Supplement;Supplement;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Delfin®;Crop Management;Pesticide;31.07.2023
4579;Hilado Pty Ltd;"Mariott Grove
7
Sydney, Castle Hill Sydney 2154";Delfin®;Crop Management;Pesticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";DENZ Diatomaceous Earth (SKU# 1013144, 1013142, 1013141, 1013143, 1013145);Livestock Feed / Supplement;Supplement;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Desire CM;Crop Management;Pesticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire CM;Crop Management;Pesticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Desire CM (SKU# 1002695);Crop Management;Insecticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire CM 10X conc;Crop Management;Insecticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire CM 10X Conc.;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Desire CM 10X Conc.;Crop Management;Pesticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Desire CM 10X Conc. (SKU# 1007746);Crop Management;Insecticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire CM 1x std;Crop Management;Insecticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Desire COB – Ctenopseustis obliquana – green label;Crop Management;Pesticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire COB – Ctenopseustis obliquana – green label;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire COB – Ctenopseustis obliquana – green label;Crop Management;Insecticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire Currant Clearwing;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Desire Currant Clearwing;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire Currant Clearwing;Crop Management;Pesticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire LBAM;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Desire LBAM;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire LBAM (Light Brown Apple Moth) blue label;Crop Management;Insecticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Desire LBAM (SKU# 1003774);Crop Management;Insecticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire LBAM 10X Conc.;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Desire LBAM 10X Conc.;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire LBAM 10X Conc.;Crop Management;Insecticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Desire LBAM 10X Conc. (SKU# 1019306);Crop Management;Insecticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire Mealybug Pheromone;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire OCTO – Planotortrix octo – green label;Crop Management;Insecticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire OCTO – Planotortrix octo – orange label;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Desire OCTO – Planotortrix octo – orange label;Crop Management;Pesticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire OFM;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Desire OFM;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire OFM 10X conc;Crop Management;Insecticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Desire OFM 10X conc;Crop Management;Pesticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire OFM 10X Conc.;Crop Management;Pesticide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Desire OFM 1mg;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire OFM 1mg;Crop Management;Pesticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Desire OFM 1x std;Crop Management;Insecticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Diatomaceous Earth;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";Digest-it® DFD;Crop Management;Biostimulant;31.07.2023
4038;BioAg Ltd;"Dunlop Road
68
Napier, Onekawa 4110";Digest-it® DFD;Facility Management;;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Dill (Code - 3220);Seeds and Planting Stock;;30.09.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Dipel DF;Crop Management;Pesticide;31.07.2023
4027;Nufarm NZ Ltd;"Great South Road
666
Auckland, Ellerslie 1054";Dipel DF;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Dipel DF;Crop Management;Pesticide;31.07.2023
5578;Sumitomo Chemical Australia PTY Ltd;"Rawson Street
51
Sydney, Epping";Dipel DF;Crop Management;Pesticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Dipel DF (SKU# 1007863);Crop Management;Pesticide;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Direct application phosphate rock;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
6156;Clean Planet Franchise Ltd;"Cain Road
3
Auckland 1061";Dish Clean;Facility Management;Cleaning;31.07.2023
203;NZ Bio Grains Ltd;"Dobson St West
33
Ashburton 7700";Dolomite;Livestock Feed / Supplement;Supplement;31.03.2023
203;NZ Bio Grains Ltd;"Dobson St West
33
Ashburton 7700";Dolomite;Soil & Plant Nutrition;Mineral Fertiliser;31.03.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";Dolomite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Dolomite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Dolomite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5113;Soil Health Ltd;"District Road
50
Invercargill, Kennington 9871";Dolomite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5146;Functional Fertiliser Ltd;"Aratiatia Road
26
Taupo 3378";Dolomite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5936;Zenith Ltd;"Bristol Street
270
Inglewood, Inglewood 4330";Dolomite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Dolomite (Golden Bay);Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4969;Fernhill Limeworks Ltd;"Cooney Road
55
Winton 9782";Dolomite Lime;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5480;Parker Lime Co Ltd;"Gibbons Road
270
Kaiwaka 0573";Dolomite Powder;Livestock Feed / Supplement;;31.07.2023
5480;Parker Lime Co Ltd;"Gibbons Road
270
Kaiwaka 0573";Dolomite Powder;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5146;Functional Fertiliser Ltd;"Aratiatia Road
26
Taupo 3378";DoloZest;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Drosera 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Dulcamara C 30;Crop Management;Homeopathic Preparation;31.07.2023
5115;Mainland Minerals Southern Ltd;"Stratford Street
3
Gore 9710";Dunite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Dunite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Dunite;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Durasul;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Dusting Sulphur;Soil & Plant Nutrition;;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Dusting Sulphur;Crop Management;Fungicide;31.07.2023
4429;UPL New Zealand Ltd;"Great South Road
666
Auckland, Greenlane 1051";Du-Wett Organic ;Crop Management;Adjuvant;31.07.2023
5099;Golden Bay Dolomite;"Mt Burnett Road
Nelson, Collingwood 7073";DX50;Facility Management;Cleaning;31.07.2023
4833;Dynamic Compost Tea Ltd;"Nayland Road
443
Nelson, Stoke 7040";Dynamic Compost Tea;Soil & Plant Nutrition;Compost Tea;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Dynomyco;Soil & Plant Nutrition;Microorganisms;31.07.2023
3844;Roots, Shoots and Fruits Ltd;"Hastie Avenue
27
Auckland, Mangere Bridge 2022";Dynomyco;Soil & Plant Nutrition;Microorganisms;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Dzolv;Facility Management;Cleaning;31.07.2023
2753;BdMax Ltd;"Tauroa Road
32
Havelock North 4130";E 15;Soil & Plant Nutrition;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";E coli 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5774;Liquid Fertiliser Pty;"Hovey Road
2
Gold Coast 4207";Eagle / Flowerbird;Soil & Plant Nutrition;Microorganisms;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Echinacea 30c, 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Echinacea ang 200c;Livestock Treatment;Homeopathic Preparation;31.07.2023
4547;Grosafe Chemicals Ltd;"Jean Batten Drive
20
Tauranga, Mount Manganui 3116";Eckosil Shield;Crop Management;Plant Protectant;31.07.2023
4885;IXOM Operations Pty Ltd;"Totara Street
166
Mt Manganui 3116";Eco 8;Facility Management;Cleaning;31.07.2023
5506;Nature's Flame;"Aratiatia Road
278
Taupo  3378";Eco Litter;Farm Management;Animal Husbandry;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";EcoCarb;Crop Management;Fungicide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";EcoCarb;Crop Management;Fungicide;31.07.2023
6047;Organic Crop Protectants;"Neilson St
373
Auckland, Onehunga 1061";EcoCarb;Crop Management;Fungicide;31.07.2023
233;Eco-Logic Concepts Ltd;"Old Coach Road
1494
Te Puke, Pukehina 3186";Eco-Compost Tea;Soil & Plant Nutrition;Compost Tea;31.07.2023
233;Eco-Logic Concepts Ltd;"Old Coach Road
1494
Te Puke, Pukehina 3186";Eco-Humic Acid;Soil & Plant Nutrition;Humate;31.07.2023
233;Eco-Logic Concepts Ltd;"Old Coach Road
1494
Te Puke, Pukehina 3186";Eco-Logic Vermicast;Soil & Plant Nutrition;Vermicast;31.07.2023
6047;Organic Crop Protectants;"Neilson St
373
Auckland, Onehunga 1061";Eco-Oil;Crop Management;Pesticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Eco-Oil HIPPO;Crop Management;Pesticide;31.07.2023
233;Eco-Logic Concepts Ltd;"Old Coach Road
1494
Te Puke, Pukehina 3186";Eco-Seaweed Extract;Soil & Plant Nutrition;Seaweed Fertiliser;31.07.2023
4547;Grosafe Chemicals Ltd;"Jean Batten Drive
20
Tauranga, Mount Manganui 3116";ECOSPREAD;Crop Management;Adjuvant;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Ecospread (SKU# 1043882, 1043886);Crop Management;Adjuvant;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Ecosystem Germinate;Crop Management;Pesticide;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Ecosystem Germinate;Crop Management;Pesticide;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Ecosystem Terminate;Crop Management;Pesticide;31.07.2023
4862;Fertilizer NZ Ltd;"Ranzau Road
52
Nelson, Hope 7020";Ecosystem Terminate;Crop Management;Pesticide;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Eggplant Black Beauty (Code - 3230);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Eggplant Long Purple (Code - 3235);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Eggplant Ping Tung Long (Code - 3240);Seeds and Planting Stock;;30.09.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Elemental Sulfur;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5115;Mainland Minerals Southern Ltd;"Stratford Street
3
Gore 9710";Elemental Sulphur;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Elemental Sulphur;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5006;Rorisons RMD Ltd;"Orchard Road
605
Hastings 4120";Elemental Sulphur;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
4841;Osflo Fertiliser Ltd;"Mountain Road
1319
Inglewood, Inglewood 4389";Elemental Sulphur Prills;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5082;Fertco 2016 Ltd;"Aviation Avenue
119
Mount Maunganui 3116";Elemental Sulphur Prills;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5136;Remediation NZ Ltd TA Revital Fertilisers;"Waitara Road
96
New Plymouth 4382";Elemental Sulphur Prills;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5139;Agrifert (NZ) Limited;"Auster Place
15
New Plymouth, Bell Block 4373";Elemental Sulphur Prills;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5622;Total Fert Ltd;"Finlayson Road
150
Kopuku, Maramarua 2471";Elemental Sulphur Prills;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Elemental sulphur prills;Soil & Plant Nutrition;Mineral Fertiliser;31.07.2023
5576;AWS Group;"Maurice Road
43
Auckland, Penrose 1061";Elite Glass Cleaner;Facility Management;Cleaning;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM Animal;Livestock Treatment;Metabolics;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM Environment;Crop Management;Biostimulant;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM Environment;Facility Management;;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM Fert Enhance / Pasture Pro Granular;Crop Management;Biostimulant;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM Fulvic;Crop Management;Biostimulant;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM Garden Boost;Soil & Plant Nutrition;Microorganisms;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM Septic Fresh;Facility Management;;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM Soil & Crop;Crop Management;Biostimulant;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM1 Concentrate;Facility Management;Cleaning;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM1 Concentrate;Crop Management;Biostimulant;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";EM1 Concentrate;Soil & Plant Nutrition;Microorganisms;31.07.2023
2924;Naturefarm Ltd TA EMNZ;"Maces Rd
16
Christchurch, Sydenham 8062";EM1 Garden;Crop Management;Biostimulant;31.07.2023
5529;QMAG Pty Ltd;"Boundary Road
246
Rockhampton 4702";EMAG45 / Nutrimag Fine;Livestock Feed / Supplement;;31.07.2023
5529;QMAG Pty Ltd;"Boundary Road
246
Rockhampton 4702";EMAG500 / Nutrimag 500;Livestock Feed / Supplement;;31.07.2023
5529;QMAG Pty Ltd;"Boundary Road
246
Rockhampton 4702";EMAG523 / Nutrimag 523;Livestock Feed / Supplement;;31.07.2023
5529;QMAG Pty Ltd;"Boundary Road
246
Rockhampton 4702";EMAG75 / Nutrimag 75;Livestock Feed / Supplement;;31.07.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Endive Pancalieri Fine Cut (Code - 3245);Seeds and Planting Stock;;30.09.2023
5491;Kings Seeds NZ Ltd;"Wharawhara Road
189
Katikati 3178";Energy mix (Code - 4015);Seeds and Planting Stock;;30.09.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";EnSpray 99;Crop Management;Fungicide;31.07.2023
4547;Grosafe Chemicals Ltd;"Jean Batten Drive
20
Tauranga, Mount Manganui 3116";EnSpray 99;Crop Management;Fungicide;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";"Enterococcus 30c, 200c 
";Livestock Treatment;Homeopathic Preparation;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Entrust Naturalyte;Crop Management;Insecticide;31.07.2023
4472;Farmlands Co-Operative Society Ltd;"Ruahapia Rd
233
Hastings, Farmlands Whakatu 4172";Entrust SC (SKU# 1020595);Crop Management;Insecticide;31.07.2023
2933;PGG Wrightson (Fruitfed Supplies);"Westwood Avenue
20
Blenheim, Springlands";Entrust SC Naturalyte Insect Control;Crop Management;Insecticide;31.07.2023
4560;Corteva AgriScience New Zealand Ltd;"Paritutu Road
89
New Plymouth 4310";Entrust™ SC Naturalyte™;Crop Management;Insecticide;31.07.2023
4432;Horticentre Ltd;"Firth Street
10
Auckland, Papakura 2113";Entrust™ SC Naturalyte™ Insect Control;Crop Management;Insecticide;31.07.2023
4560;Corteva AgriScience New Zealand Ltd;"Paritutu Road
89
New Plymouth 4310";Entrust™ SC Naturalyte™ Insect Control;Crop Management;Insecticide;31.07.2023
5576;AWS Group;"Maurice Road
43
Auckland, Penrose 1061";Envirolyte ANK Neutral Anolyte / Safe Sanitiser;Facility Management;Cleaning;31.07.2023
5576;AWS Group;"Maurice Road
43
Auckland, Penrose 1061";Envirolyte ANK-Clean Conc.;Facility Management;Cleaning;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Equine flu 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
5005;Homeopathic Farm Services Ltd;"Depot Street
2
TIrau 3410";Equine flu/herpes 30c;Livestock Treatment;Homeopathic Preparation;31.07.2023
433;Sustain-Ability TA EcoGrape Ltd;"View Mount
41
Nelson 7011";Equisetum Plus (botanical sodium silicate);Soil & Plant Nutrition;Biodynamic Preparation;31.07.2023
6309;CIFO SRL;"Via Oradour
6/8
Bologna, San Giorgio di Piano 40016";ERT 23 PLUS;Soil & Plant Nutrition;Plant Derived Fertiliser;31.07.2024
